"","samp_id","meas_yr","Age","LateSuc_sp","Species_Div","MaxHgt","Special_Att","MaxDBH","DBH_CV","Hght_CV","DeadFallen_bio","DeadStand_bio","Live_bio","LargeTreesDen","TreeDen","CExyz","CVHeight","FD","CRugos","MADHeight","FHD","CANCOV","Hght_Max","outlier","SI","BEC","AOI","year","IMAT","Stand_Age","Productivity","Age_Productivity","Old_prod","ogi_cluster","BECsubzone","BECzone","PC1","PC2","PC3"
"12","01004 R000506",1996,-0.601640338072362,0.412462226982366,-0.382624985392937,-1.50414323764427,-1.25949905310183,-1.07611477316789,-0.374094002454388,-0.442044644647127,-0.489314008475097,-0.639583181076275,-0.942846116097916,-0.368081494057725,0.730494887250458,-0.0451570092983808,-0.749828267405736,-0.397584552050548,-0.826843946177883,-0.681924336552312,0.164659307546361,0.610435040076756,-0.686970583705529,FALSE,-0.800700726620858,"CWHvm1","AOI",2019,-1.17926088999327,"70 - 140yrs","Low-Prod","Low-Prod_70 - 140yrs","70 - 140yrs","Low","CWHvm","CWH",-2.37143252218654,0.127002642697854,1.27282359302575
"14","01004 R000508",1996,-0.277273257487638,0.412462226982366,-0.27887523863974,-1.66691328795502,-1.12926243471947,-1.10907328421869,-0.495812046461179,-1.07394318608031,-0.489314008475097,-0.639583181076275,-0.930833565968088,-0.368081494057725,1.35391936699437,-0.0451570092983808,-0.749828267405736,-0.397584552050548,-0.826843946177883,-0.681924336552312,0.164659307546361,0.610435040076756,-0.686970583705529,FALSE,-1.06336497700321,"CWHvm1","AOI",2019,-1.24423579908195,"70 - 140yrs","Low-Prod","Low-Prod_70 - 140yrs","70 - 140yrs","Low","CWHvm","CWH",-2.66713132315217,-0.33409946972713,1.38434535906304
"15","01014DR000501",1992,-0.579011630370781,0.412462226982366,-0.99312774239143,-0.416543356022492,-1.10115928985461,-0.961729352462195,0.665386799892659,0.468703552936667,-0.489314008475097,-0.125990201718775,-0.597459449380119,-0.368081494057725,1.56145287775429,-0.114136834672877,-0.452884044554118,-0.159708746745131,-0.97579477761148,-0.539961557887102,0.152001183236667,0.484195606519419,-0.691590944093639,FALSE,1.1453723437454,"CWHvm1","AOI",2019,-0.734169784635827,"70 - 140yrs","High-Prod","High-Prod_70 - 140yrs","70 - 140yrs","Low","CWHvm","CWH",-1.45547878211553,1.3322916272036,1.34679430695498
"17","01015AG000504",2001,-0.304622877848825,0.412462226982366,-1.28155415311178,0.974400710269311,-0.634014764338444,-0.351027530050407,-0.616143618498143,-0.82522668776552,0.650916131871197,0.117180433939365,0.196076834159397,-0.368081494057725,-0.0747956345114034,0.729561252084754,-1.40624412757418,-0.0266136533948855,-0.129795832995687,-0.763784960240049,0.853554268709083,0.684508979988917,1.16502387186201,FALSE,1.64663732391666,"CWHvm1","AOI",2019,-0.226250971837131,"70 - 140yrs","High-Prod","High-Prod_70 - 140yrs","70 - 140yrs","Moderate","CWHvm","CWH",-0.331504766299402,-0.113169855569723,0.17506504598909
"18","01015AG000508",2019,-0.340005022671283,0.412462226982366,-0.508672189059003,1.38132583604617,-0.663804097895197,0.0289647150058162,-0.651728523068522,-0.183591431780132,0.498651812303283,-0.298051806723149,0.421835450216613,-0.368081494057725,-0.516026783274453,0.185227773011221,-1.42566384758845,-0.911327990900503,-0.151569948624345,-0.786407200963163,0.432570601748083,0.659196764235837,1.34136762667488,FALSE,1.93235827541838,"CWHvm1","AOI",2019,-0.0647782456971966,"70 - 140yrs","High-Prod","High-Prod_70 - 140yrs","70 - 140yrs","Moderate","CWHvm","CWH",0.33516164417526,-0.0712198741912813,0.280959409251073
"19","01015AG000512",2001,-0.354118311384124,0.412462226982366,-0.915033603862349,1.13717076058005,-0.849987432624906,-0.407250872431175,-0.510132010856219,-0.312360907340015,-0.0124648163982133,0.161212456658826,0.113909112491785,-0.368081494057725,-0.646674595357575,-0.170236189228785,-1.49361446758896,-0.507084095321198,-0.117768956734625,-0.787223264881507,0.716239964357583,0.662358040907123,1.18427537347913,FALSE,1.61399921837526,"CWHvm1","AOI",2019,-0.323128838801433,"70 - 140yrs","High-Prod","High-Prod_70 - 140yrs","70 - 140yrs","Moderate","CWHvm","CWH",-0.160673450021425,0.039451555007351,0.28546215803165
"20","01015AG000516",2001,-0.353663336870358,0.412462226982366,0.0434639890036587,0.996596626220776,-0.663804097895197,-0.209499806126406,-0.15613938090081,0.0677276007151271,0.366739673399932,-0.361729336709718,-0.0282326201964483,-0.368081494057725,-0.657522608629074,0.310227841919741,-1.39574488548258,-0.135824247313191,-0.133219809488378,-0.683333286384666,0.794371755445793,0.673182092751033,1.04258432157708,FALSE,1.49233763266098,"CWHvm1","AOI",2019,-0.116842742623823,"70 - 140yrs","High-Prod","High-Prod_70 - 140yrs","70 - 140yrs","Moderate","CWHvm","CWH",0.233619266074755,0.31559938710015,0.404666043322999
"21","01015BG000008",2019,-0.690622303576852,0.412462226982366,0.193433344573073,-1.62992009470257,-0.413830929817985,-1.32427297402094,-0.923068783115217,-0.879183238822771,-0.489314008475097,-0.638280998826568,-0.940088097415493,-0.368081494057725,3.43506601112013,-1.30498345844786,0.587063337313531,1.17511274543543,-1.15527403696416,-1.24015411678764,-0.50971419042814,-1.90084221705698,-1.90597566610196,FALSE,-1.43204897813366,"CWHvm1","AOI",2019,-1.12364923093017,"<70yrs","Low-Prod","Low-Prod_<70yrs","<70yrs","Low","CWHvm","CWH",-3.27675905968518,-0.108801008858188,1.77819973523244
"22","01015BG000009",2019,-0.713685108017323,0.400681026887944,0.366316518653805,-1.1712044983723,-0.918554951060309,-1.21376502520357,-0.675096614494128,-0.662233425886439,-0.489314008475097,-0.639082102978944,-0.878235839012388,-0.368081494057725,3.72466308502895,-1.05111906249342,0.681343764195694,0.0739969338609918,-1.23487999822074,-1.12087623938373,-0.0336706116346668,-0.938207204250283,-1.29762821500077,FALSE,-1.2188270600133,"CWHvm1","AOI",2019,-1.05455772439722,"<70yrs","Low-Prod","Low-Prod_<70yrs","<70yrs","Low","CWHvm","CWH",-2.98320824982112,0.201803473565446,2.22630808479367
"23","01015BG000011",2019,-0.360765690547759,0.412462226982366,-1.19112830203777,1.84744007102693,0.00955896271058109,0.416711903838697,0.308977640881936,0.806222238137719,0.915221303936822,-0.191198986636846,0.412562148758302,-0.0959254238559706,-0.905168668243474,0.7313552681429,-0.108733230651206,-0.684182366694311,1.53341782778271,1.21598489295698,1.08206701234795,0.146740038445887,1.69174495610658,FALSE,1.56193276470132,"CWHvm1","AOI",2019,0.487753648864049,"70 - 140yrs","High-Prod","High-Prod_70 - 140yrs","70 - 140yrs","High","CWHvm","CWH",1.45221901304635,0.9559488156825,-0.447497604569102
"24","01015BG000012",2004,-0.261189128204585,0.412462226982366,-1.28003881559633,1.75125776857058,-0.605621805792164,0.395385808452889,-0.292354193943019,0.159552816555991,-0.363916465914672,0.19090288050039,0.28388221216117,-0.210217911561218,-0.947468334664885,0.877797506668412,0.254416896273304,-0.922765830567426,2.3427239434689,1.89412159739198,0.115099271695501,-0.113008855684173,1.68404435545973,FALSE,1.81191647603901,"CWHvm1","AOI",2019,-0.0897187098522615,"70 - 140yrs","High-Prod","High-Prod_70 - 140yrs","70 - 140yrs","Moderate","CWHvm","CWH",0.70273495400295,0.188505960634567,-0.111959519511876
